"Site" "Stage" "cluster" "UMAP1" "UMAP2" "nGene" "nUMI"
"B9_FKDL190665150.1a_sc37" "Blood" "CS20" "CD7hiP" -0.203777105 -4.751872063 3216 84458
"B9_FKDL190665150.1a_sc38" "Blood" "CS20" "Mast cell" -4.77509737 -3.338783026 4210 236752
"B9_FKDL190665150.1a_sc40" "Blood" "CS20" "ErP" -5.077171803 -3.256020784 6572 463532
"B9_FKDL190665150.1a_sc41" "Blood" "CS20" "Myeloblast" 1.226777792 0.102230497 4393 218895
"B9_FKDL190665150.1a_sc42" "Blood" "CS20" "GMP" -2.730211496 -0.666684806 5420 353801
"B9_FKDL190665150.1a_sc44" "Blood" "CS20" "Monocyte" 1.890412569 -0.909205616 3501 243446
"B9_FKDL190665150.1a_sc46" "Blood" "CS20" "HSPC" -4.12226963 -3.094491005 2581 20906
"B9_FKDL190665150.1a_sc47" "Blood" "CS20" "CD7hiP" -1.631318331 -3.599107027 4639 131532
"B9_FKDL190665150.1a_sc48" "Blood" "CS20" "GMP" -1.789190531 0.238070965 4033 131179
"L3_FKDL190665156.1a_sc1" "Lung" "CS20" "Mac_2" 5.279270649 -0.863566995 7621 374057
"L3_FKDL190665156.1a_sc2" "Lung" "CS20" "Mac_2" 5.721339703 -1.056880832 7119 576233
"L3_FKDL190665156.1a_sc3" "Lung" "CS20" "Mac_2" 4.666989803 -1.341008544 5893 327905
"L3_FKDL190665156.1a_sc4" "Lung" "CS20" "Mac_2" 3.869378328 -1.587800622 6839 403399
"L3_FKDL190665156.1a_sc5" "Lung" "CS20" "Mac_2" 4.443877697 -1.43904531 3407 40631
"L3_FKDL190665156.1a_sc6" "Lung" "CS20" "Mac_2" 4.954231262 -0.866821051 3486 33814
"L3_FKDL190665156.1a_sc7" "Lung" "CS20" "Mac_2" 5.758607864 -1.005295753 3421 45971
"L3_FKDL190665156.1a_sc9" "Lung" "CS20" "Monocyte" 3.194807529 -1.205842733 2806 69477
"L3_FKDL190665156.1a_sc10" "Lung" "CS20" "Mac_2" 5.361106873 -0.859213412 4748 263228
"L3_FKDL190665156.1a_sc11" "Lung" "CS20" "Mac_2" 5.458356857 -1.162467718 3409 54178
"L3_FKDL190665156.1a_sc12" "Lung" "CS20" "Mac_2" 5.131412506 -0.578715563 5353 270398
"L3_FKDL190665156.1a_sc13" "Lung" "CS20" "Mac_2" 5.299906254 -0.809811473 4761 167654
"L3_FKDL190665156.1a_sc14" "Lung" "CS20" "Myeloblast" 0.599430501 -0.376118958 5431 364952
"L3_FKDL190665156.1a_sc15" "Lung" "CS20" "Mac_2" 5.628809929 -1.081226349 6624 664901
"L3_FKDL190665156.1a_sc16" "Lung" "CS20" "Mac_2" 5.71018362 -0.976018488 6026 506699
"L3_FKDL190665156.1a_sc17" "Lung" "CS20" "ILC" -2.940462589 -6.367023945 5767 301098
"L3_FKDL190665156.1a_sc18" "Lung" "CS20" "Mac_2" 4.14500761 -1.853037 6628 436187
"L3_FKDL190665156.1a_sc19" "Lung" "CS20" "Myeloblast" -0.117625557 0.341493696 4996 286981
"L3_FKDL190665156.1a_sc20" "Lung" "CS20" "GMP" -1.861098289 0.029024325 4772 96186
"L3_FKDL190665156.1a_sc21" "Lung" "CS20" "Mac_2" 5.234487057 -0.983433485 2956 46467
"L3_FKDL190665156.1a_sc22" "Lung" "CS20" "Mac_2" 5.108746052 -1.205504775 5869 400578
"L3_FKDL190665156.1a_sc24" "Lung" "CS20" "Mac_2" 5.113628864 -1.107686043 5410 261313
"L3_FKDL190665156.1a_sc25" "Lung" "CS20" "Mac_2" 5.517285347 -1.010062218 6200 513228
"L3_FKDL190665156.1a_sc26" "Lung" "CS20" "Mac_2" 5.188430309 -1.389972806 6549 638875
"L3_FKDL190665156.1a_sc27" "Lung" "CS20" "Mac_2" 4.866128445 -1.350654602 6222 438989
"L3_FKDL190665156.1a_sc28" "Lung" "CS20" "Mac_2" 4.805621147 -0.755911648 2856 33099
"L3_FKDL190665156.1a_sc29" "Lung" "CS20" "GMP" -1.612457037 0.235761061 6620 394543
"L3_FKDL190665156.1a_sc30" "Lung" "CS20" "Mac_2" 5.693976879 -1.448778987 7341 993635
"L3_FKDL190665156.1a_sc31" "Lung" "CS20" "Mac_2" 5.161832333 -0.949269474 2713 21427
"L3_FKDL190665156.1a_sc32" "Lung" "CS20" "Myeloblast" 0.319649249 0.744048834 4421 121173
"L3_FKDL190665156.1a_sc33" "Lung" "CS20" "ErP" -6.934277058 -4.546916962 3951 155718
"L3_FKDL190665156.1a_sc34" "Lung" "CS20" "Mac_2" 4.575737476 -1.32741487 2513 10378
"L3_FKDL190665156.1a_sc35" "Lung" "CS20" "Mac_2" 4.791443825 -0.858077228 2201 40471
"L3_FKDL190665156.1a_sc36" "Lung" "CS20" "Monocyte" 3.805025816 -1.880957603 3728 110398
"L3_FKDL190665156.1a_sc37" "Lung" "CS20" "Mac_2" 5.339156628 -1.124642611 4634 193073
"L3_FKDL190665156.1a_sc38" "Lung" "CS20" "Mac_2" 5.685108662 -0.996833265 6385 555346
"L3_FKDL190665156.1a_sc40" "Lung" "CS20" "Mac_2" 5.552271843 -0.929167509 5364 362966
"L3_FKDL190665156.1a_sc41" "Lung" "CS20" "Mac_2" 5.507845402 -1.038782001 3259 121039
"L3_FKDL190665156.1a_sc42" "Lung" "CS20" "ErP" -5.112987041 -3.160802126 6649 745913
"L3_FKDL190665156.1a_sc43" "Lung" "CS20" "CD7loP" 0.489313722 -4.367622375 3044 56039
"L3_FKDL190665156.1a_sc44" "Lung" "CS20" "Mac_2" 5.015783787 -1.086111784 2460 85064
"L3_FKDL190665156.1a_sc45" "Lung" "CS20" "Myeloblast" -1.056843281 0.307839572 3566 129574
"L3_FKDL190665156.1a_sc46" "Lung" "CS20" "Mac_2" 4.662872791 -1.395502567 3340 32479
"L3_FKDL190665156.1a_sc47" "Lung" "CS20" "Mac_2" 5.256011486 -1.435293317 5563 353558
"L3_FKDL190665156.1a_sc48" "Lung" "CS20" "Myeloblast" 0.248846173 1.002137899 4385 182750
