,TCGA-NJ-A4YG-01,TCGA-05-4420-01,TCGA-L9-A444-01,TCGA-55-1594-01,TCGA-78-8648-01,TCGA-55-8085-01,TCGA-55-7281-01,TCGA-38-4630-01,TCGA-91-6848-01,TCGA-49-4486-01,TCGA-55-7728-01,TCGA-55-A492-01,TCGA-86-7954-01,TCGA-55-8619-01,TCGA-NJ-A55O-01,TCGA-44-2655-01,TCGA-55-8206-01,TCGA-NJ-A7XG-01,TCGA-MP-A4TK-01,TCGA-J2-8194-01,TCGA-55-7913-01,TCGA-78-7633-01,TCGA-44-3919-01,TCGA-55-A4DF-01,TCGA-64-1677-01,TCGA-95-8039-01,TCGA-86-7714-01,TCGA-O1-A52J-01,TCGA-50-5942-01,TCGA-05-4390-01,TCGA-78-7156-01,TCGA-38-4626-01,TCGA-55-5899-01,TCGA-97-7552-01,TCGA-MP-A4TI-01,TCGA-50-5068-01,TCGA-55-8094-01,TCGA-73-4670-01,TCGA-86-8056-01,TCGA-44-5644-01,TCGA-44-7662-01,TCGA-78-7145-01,TCGA-50-5946-01,TCGA-44-2665-01,TCGA-49-4494-01,TCGA-67-6217-01,TCGA-97-7937-01,TCGA-35-3615-01,TCGA-91-6840-01,TCGA-86-8074-01
FMR1,2.2,2.8,2.7,3,2.4,2.7,3.1,3.2,2.7,2.7,2.6,2.1,3.9,3,2.4,2.5,3,2.9,2.7,3.1,3.2,2.4,3,3.8,3.3,3.5,2.4,3.5,2.5,2.1,2.8,2.5,2.6,3.2,3.1,2.9,2.5,2.7,2.9,3.8,3,3.1,2.8,2.3,2.2,3.1,4.2,2,3.9,3.2
RP11-98G13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS27P15,0,0.1,0,0.4,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0,0,0.3,0,0.4,0.1,0,0,0.1,0.1,0,0.3,0,0.6,0,0,0.1,0,0,0.1,0.1,0,0.1,0.1,0,0,0.5,0.1,0.2,0,0.4,0.6,0.2,0.1,0.1,0,0.7,0.2,0.1
LARP1P1,0.1,0,0.1,0.1,0,0.5,0,0.4,0,0,0.1,0,0.1,0.2,0,0.1,0,0,0.2,0.1,0.1,0.2,0.1,0.9,0.2,0,0,0.1,0.1,0,0.5,0,0.3,0.1,0.2,0,0.3,0.1,0.3,0,0.4,0.1,0.8,0.2,0,0.2,0.3,0.1,0.3,0.1
TTLL3,1.8,1.1,1.8,1.1,1.4,1.6,1,1.8,0.7,0.4,2.6,1.1,1.6,2.2,1.5,0.7,1.5,3,2.1,0.9,1.1,0.8,1.6,1.9,1.5,1.8,1.2,2,0.8,0.5,1.3,1.2,1.1,1,2.3,0.9,1.1,0.4,1.6,1.2,1.1,0.7,1.9,1.9,0.2,1.5,1.6,1.1,1.9,1
HEPH,1.5,1.5,1.5,1.1,3.2,1.2,1.5,2,2.2,0.4,1.7,0.9,1.4,2.1,1,1.3,1.9,0.5,2.8,1.8,0.6,1.1,1.7,1.1,0.8,1.5,1.3,1.2,1.8,1.7,1.1,2.1,2.1,2.8,2.3,1.7,0.3,1.9,1.3,0.9,3.1,1.9,1.3,3,1.2,1.3,1.4,1.3,1.5,2.5
AP001172.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8G3P,0,0,0,0,0,0,0,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.7,0,0,0,0,0,1.7,0
PCBD2,1.7,0.6,1.1,1.1,0.8,1.3,0.8,0.6,0.6,1.1,1.5,1,1.3,1.2,1.5,1.5,1.6,1.9,1.1,1.4,1.3,1.3,1.2,1.5,1.7,1.7,1.9,1.6,1.2,1.1,1.5,1,1.3,1.2,1.4,1.2,0.9,1.4,1.1,1.2,0.7,1,1.2,1.7,1.5,1.7,0.9,1.9,1,0.8
SLC39A13,3.8,4.3,4.2,3.8,4.3,3,4.2,4,3.9,3.1,4,3,3.8,4,4,3.2,3.5,4.1,5.2,3.5,3.5,3.1,3.8,3.9,3.6,4,3.4,4,3.2,3.8,2.8,3.6,3,3,4.3,3.8,3.5,3.2,4.5,4.5,4.5,2.8,3.3,4.3,3.7,4,4,3.2,3.2,4.1
RP5-1097P24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT1,2.9,3.3,2.8,3,2.7,3.2,3.1,3.3,4,2.1,3.1,3.1,2.8,2.5,2.2,2.3,2.6,2.9,3.8,1.9,3.5,2,2.8,3,3.6,2.8,2.4,2.3,1.9,3.8,1.2,2.2,4.1,1.9,3.6,3.4,3.1,3.3,2.1,3.6,3.6,2.5,4.3,2.7,4.4,2.3,3.4,2.1,2.6,3
OR2L6P,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISY1,2.7,2.5,3,2.9,2.7,2.9,2.8,3.4,2.7,2.6,2.7,2.6,2.4,2.5,2.2,2.7,2.2,2.1,2.4,1.9,2.7,2.1,2.5,3.2,3,2.7,2.6,2.4,2.3,2.3,2.4,2.5,2.4,2.4,2.8,2.2,2.3,2.2,2.4,3.1,2.9,3.1,3.1,2.4,2.8,2.3,2.3,2.3,2.7,2.8
ZMYM4-AS1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0,0.1,0,0.1,0.1,0,0.2,0.3,0.1,0,0.1,0,0.1,0,0.2,0.5,0,0.2,0.1,0.1,0.1,0,0.1,0.1,0,0,0.1,0.4,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.1,0,0
AC008268.2,0,0,0,0,0.3,0.1,0,0,0,0,0,0,0,0.2,0.6,0,0.1,0,0,0,0,0.7,0,0,0,0.1,0,0.1,0,0,0.2,0.2,0,0.5,0,0,0,0.4,0.4,0,0.1,0,0.1,0.1,0,0.3,0,0,0.8,0.7
AC073325.2,0.2,0,0.7,0.9,0,0.1,0.4,0.2,0.3,0.5,0.9,1.6,1,0.7,0,1.7,0.1,0,0,1.7,0.5,0.9,1.5,0.8,0.3,0.1,0,0,0,0.2,0,0.1,2.1,2.8,0,0,0.2,2.7,0.9,0.3,0.1,1.8,0.9,0,2.3,0.2,0.7,0.2,0,1.5
SNORA35,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0.1
RP11-788A1.1,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
AC096553.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E22P,0,0.2,0.1,0,0.3,0,0.9,1.5,0,0,0.9,0.1,1.2,1.3,0.2,0,0,0,0.2,0,1.9,0,0.8,0.8,0.6,0.1,0.1,0,0.2,0,0,0.1,0.5,1.7,0,0.2,0,0,0.2,0,0,0,0,0.1,1.7,0,0,0,0,0.5
SLMO2P3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-16P6.1,0.3,0.2,0.2,0.3,0.1,0.3,0.2,0.2,0.5,0.2,0.5,0.1,0.2,0.3,0.5,0.1,0.5,0.4,0.3,0.1,0.2,0.2,0.5,0.5,0.3,0.7,0.1,0.5,0.5,0.1,0.1,0.3,0.2,0.2,0.2,0.2,1,0.1,0.5,0.8,0.2,0.2,0.2,0.2,0,0.6,0.5,0.3,0.5,0.2
CTD-2308L22.1,0.1,1.1,0.3,0.2,0.3,0.7,0.6,0.3,0.1,0.6,0.2,0.5,0.4,0.2,0.7,1.2,0.5,0.7,0.9,1.4,1,0.2,0.5,0,0,0.8,0.9,0.9,0.8,0.2,0.2,0.3,0.1,0.2,0.3,0.3,0.4,0.2,0.8,0.1,0.3,0.2,0.1,0.4,0.7,0.6,0.5,0.4,0.5,0.7
TRBV12-5,0,0,0,0.1,0.5,0,0,0.6,0.4,0,0.1,0,0.3,0.4,0,0.2,0.1,0.1,0.1,0.1,0,0,0.1,0.3,0.1,0.2,0,0,0.3,0,0.2,0.2,0.1,0.2,0.2,0.5,0.1,0,0.1,0,0.1,0,0,0.1,0,0.3,0,0,0.2,0
RPS29P28,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC143336.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPM4,6.1,5.8,5,5.1,6.9,4.9,6.3,6.1,7,4,6.3,4.1,5.3,6.3,5.5,5.3,5.6,5.5,6.8,5.4,5.4,4.6,6.1,5.5,5.8,5.8,5.9,5.1,5.4,5.4,3.8,6.4,5.4,6.4,6.7,6.3,4.3,6.9,5.9,5.5,6.8,5.6,5.9,7.6,5.5,4.9,6.2,5.1,5.3,6.5
MAGEA1,0,0,0,0.2,0.1,0,0,0,5.6,0.1,0,0,0,0,0,0,0,0,0.1,0,0.2,5,0,0.4,0.5,1.5,0,2.8,0,0.2,0,0,0.1,0,0,0,0,2.7,0.6,0.1,0,0,5.1,0,0.4,0.2,0.1,0,0,0
RP1-63M2.7,0.5,1.2,1.2,2.1,1.1,1.6,0.6,0.6,0,1.7,0.8,1.8,1,1,1.5,1.2,0.7,0.5,0.5,1.5,0.7,1.9,1.2,1.7,0.2,1.6,0.6,2.4,0.9,0.3,1.8,1.4,1.8,0.6,0.3,0.7,0.8,0.5,0.9,1.3,1.1,1,1.8,0.3,0.4,1.5,1.7,0.9,2.2,0.9
MPZL2,5.4,6.7,5.5,2.6,4,3.8,5.2,3.5,2.8,5,3.8,3.7,5,5,5.4,5.7,5.6,5.9,4.7,5.4,4.6,3.8,6.2,4.8,5.5,4.9,7,5.6,5.8,2.9,4.2,5.5,2.3,5.2,3.8,6.4,2.4,4.1,5.6,1.7,5.2,5.8,4.2,5.7,5.1,5.3,6.4,5.5,3.3,5.6
SPATA18,1.1,0.4,0.4,0.4,0.8,1.1,0.6,0.9,0.5,2.6,1.9,1.9,1.1,1.9,1.3,3,2.7,2.3,0.5,2.7,0.4,2.2,1.1,0.4,0.5,1.8,3.1,0.6,3.5,0.5,2.8,1.9,0.8,3.7,1.1,1.3,0.1,0.5,2.6,0.1,0.6,0.3,1.3,1.7,0.4,1.5,0.2,1,0.7,1.6
ANKRD20A18P,0,0,0,0,0.1,0,0,0.2,0.3,0,0.1,0,0,0,0,0,0,0.2,0.3,0,0.2,0,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.4,0.1,0,0,0,0,0.1,0.1
ECSIT,4.2,3,3.3,3,3.8,2.8,3.3,4.8,4.5,4.6,3.3,3.9,3,3.5,3.9,3.4,3.3,3.7,3.3,2.8,3.8,2.9,3.6,2.9,4.1,3.3,4.1,2.5,4.3,3.9,3.1,3.3,4.7,3.6,3.4,4,3.6,4.1,3.7,3.9,3.2,2.5,3.4,4.1,4.4,3,3.7,4.8,4,3.2
SDE2,3.2,3.1,3,3.6,2.8,3.6,2.9,3.7,3.5,2.8,2,2.3,3.4,2.9,2.9,3.7,3.3,2.9,2.8,4.2,3.6,4.1,3.1,3.5,2.9,3.2,3.3,3.1,3.4,3,3.7,3.5,3.3,3.4,2.8,3.3,3.3,3.2,3.8,2.9,3.7,4.4,4.3,3.7,2.8,4,3.7,3.3,3.3,3.8
CTD-2378E12.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0,0,0,0,0.1,0
RP11-328J14.1,0,0.1,0.4,0,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0.1,0.3,0.1,0.1,0,0.1,0.2,0.3,0,0,0.3,0,0,0.3,0,0.1,0,0.1,0,0.2,0,0,0.2,0,0.2,0.2,0.1,0,0.6,0,0,0,0
KCNIP4-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-163G10.2,0,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.4,0,0,0,0.1,0.1,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.2,0.2,0.1,0,0,0,0.9,0.1,0
RNU6-460P,0.7,0,0,0.2,0,0.2,0.3,0.3,0,0,0,0,0,0.5,0,0,0.2,0.2,0.7,0,0.3,0,0.3,0,0,0.5,0.5,0,0,0,0.6,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0
MCTP2,1.4,2.6,1.9,1.6,1.3,2.1,1.5,1.2,0.9,1.3,1.6,2.3,1.3,1.7,2,2,2,2.7,2.2,2.6,1.8,1.5,1.8,1.3,2.1,2.4,2.6,1.8,2.2,2.8,2.5,1.9,0.4,2.2,1.3,1.2,1.9,1.2,2.8,3.1,1.4,1.7,2,2.4,1.3,1.9,2.5,2.2,1.1,2.1
CACNA1B,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0.1,0,0,0.3,0,0,0,0.7,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0.2,0,0,1.4,0
RP11-863P13.2,0,0,0,0,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
AC005702.3,0,0.4,0,0.3,0.5,0,0,0.7,0.6,0.4,0.5,0,0,0.7,0.4,0,0.2,1.3,0,0.2,0.2,0.2,0.5,0.4,0,0,0.6,0.6,1,0,0,0,0.8,1,0,0,0.4,0.2,0.2,0,0,0,0.7,0,0,0.4,0.3,0,0,0
COPZ2,2.5,3.1,2.1,2.6,3.9,2.5,3,2.3,2.6,1.9,2.6,3.5,3.3,2.2,2.1,1.9,2.1,2.9,3.7,2.3,3.7,1,2.1,1.7,2.4,1.8,1.6,1.9,2,3,1.9,3.1,2.4,1.8,2.8,2.4,2.6,2.5,3.4,1.8,3.2,2.9,1.2,4,4.8,1.8,1.9,2,2.1,3.4
LY6G6C,0,0.1,0.1,0.2,0,0.1,0.1,0.5,0,0.1,0.1,0,0.1,1.6,0.2,0,0,0,0.1,0,0.1,0,0,0.9,0.2,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.8,0.1,0,0.5,0.1,0,0.2,0,0.1,0.1,0.1,0,0.4,0
RNU6-1095P,0.9,1,2.6,0,1.3,0.9,0.3,0.5,0,0.1,0.5,0,0.7,0.9,1.1,0.5,0.7,1.3,0.5,0.2,0.7,0.6,1.1,1.2,0.9,0.6,0,0,0.3,0,0.6,0.6,0.3,0,1.7,0,0.9,0.3,1.4,1.1,0.6,0.3,1,0.7,0.2,0,1.4,0.6,0.7,0.4
HPX,1.5,0.1,0.4,2,0.3,0.1,0.7,0.2,0.2,0.1,1,1,0.7,0.3,0.3,0.1,0.1,0.5,0.2,0.2,1.5,0.1,0.3,0.6,0.5,0.5,0.2,0.2,0.1,0.8,0.4,0.2,0,0.1,0.6,0.2,0.7,0.1,0.4,1.7,0.5,0.1,0.3,0.3,0.1,0.4,0.9,0.2,3.1,0.2
RN7SL2,6.7,8.9,8.3,8.5,7.1,9.3,7.8,8.5,7.7,7.9,7.5,5.5,7.5,7.4,6.9,7.6,8.9,7.7,5.2,7.6,7,6.3,8,7.4,8.7,8.3,7.1,7.3,5.4,7.9,6.9,7.6,6.7,8,6.8,8.3,7.1,7.9,7.7,7.9,8.2,7.1,8,8.6,8.6,7.3,8,7.9,8.4,7
GOLGA6D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRD5A3-AS1,1.4,0.5,1,0.2,0.3,0.3,1.3,0.4,0.4,0.4,0.9,0.5,0.5,0.8,0.4,0.6,0.4,0.9,0.9,0.5,0.2,0.2,0.9,0.4,0.4,1.9,0.9,0.4,0.3,0.2,0.5,0.4,0.2,0.4,0.5,0.5,0.5,0.4,0.3,0.4,0.7,1,0.7,1.4,0.4,0.5,1.1,0.4,0.3,1.3
MIR466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEURL4,2.1,1.6,2.5,2.1,2.3,1.8,1.4,2.6,2.2,1.3,2.5,2.2,2.5,2.1,2.3,1.7,2.7,2.9,2.6,2.4,2.5,2.1,1.7,2.6,2.2,1.9,1.9,2.2,1.8,2.2,2,1.9,2,2.1,2.3,0.9,3.2,1.6,2,3.1,2.3,1.5,2.9,1.4,1.4,2.1,2,1.9,2.5,2.6
RPS2P1,0,0,0.1,0.1,0,0,0.1,0,0.2,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,0.1,0,0,0,0.2,0.1,0.1,0
RP11-397E7.1,0,0.5,0.1,0.1,0,0.2,0.3,0.1,0.1,0.1,0,0.1,0,0.1,0,0.3,0.1,0,0,0.2,0.1,0.1,0.1,0,0.6,0.2,0.2,0,0.2,0.2,0.2,0.1,0.1,0.2,0,0,0.3,0.2,0.1,0.2,0,0.2,0.2,0.1,0,0.1,0.1,0.3,0.1,0.2
CTD-2249K22.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC099535.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-550A5.2,0.1,0.2,0.2,0.1,0,0,0.2,0.1,1,0,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0.4,0.1,0.2,0,0.1,0.1,0,0.2,0,0,0.1,0,0.1,0.1,0.4,0,0.2,0.1,0.8,0.1,0.1,1,0.3,0.3,0.1,0.5,0.4,0.1,0.3,0.1,0.1,0.7
RP11-440I14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP1,0,0.1,0.4,0.2,0.2,0.3,0.5,0,0.2,0.1,0,0.3,0.1,0.3,0.4,1,0.1,0.1,0.1,1.3,0.2,0,0.4,0.1,1,0.6,0.3,0.2,0.4,0.1,0.5,0.2,0.1,0.5,0.2,0.1,0.1,0.7,0.7,0.4,0.1,0.7,0.4,0.2,0.1,0.2,0.2,1.3,0.1,0.7
AC010141.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1109M24.15,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-341D10.1,0,0,0.2,0.1,0,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0,0.3,0,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.4,0.2,0,0,0,0,0.1,0.2,0,0.1,0.1,0.1,0,0,0.1,0.2,0.1,0,0.3,0.3,0.1,0.2,0.2
MIR208B,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
AURKAIP1,5.2,5.7,5.5,5.5,5.3,5.4,5.9,5.5,6.1,5.8,5.9,6.3,5.6,5.3,5.5,5.3,5.2,5.3,5.6,4.9,5.4,5,5.2,4.1,5.7,5.9,4.3,5.7,4.4,5.5,5,4.9,6,4.6,6,5.9,6.1,6.3,5.4,6,6,5.9,5.7,4.7,6,5.8,5.2,5.6,5.6,5.6
CDRT15L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM160A2,3.6,2.9,3.2,3.1,3.2,3.1,3.1,3.6,3,2.8,4.1,3.4,3.6,3.8,3.5,3,3.7,3.7,3.2,3.2,3.1,3.2,3.1,3.6,2.6,3.6,2.9,4.2,2.7,2.5,3.7,3.1,2.4,3,3.3,2.4,3.6,2.5,3.3,3,2.9,2.6,3.3,3.4,2.2,3.7,3.4,3,3.5,3.4
GRHL1,1.2,2.4,2.8,1.3,1.2,0.8,2.5,1.4,0.3,3.3,1.4,2.3,1.3,1.6,1.3,0.8,2,2.3,2.4,0.8,0.9,3.2,3,3.2,2.2,2.4,2.7,1.1,1.6,0.7,2.9,1.2,1.1,1.6,1.2,1.2,2.2,0.4,0.8,1.4,2.5,2.7,4.7,0.8,1.5,1.1,2.2,2.1,3.1,2.1
CDC6,1.2,2.6,1.7,3.6,2,3.1,1.2,2.5,3.7,0.6,1,0.4,2.7,1,1.3,1.1,0.9,0.8,2.1,0.7,2.7,1.7,2.4,3.1,2.5,2,0.9,1,0.6,3.2,1,1.1,3.5,1.2,2.7,1.2,2.6,3.2,1.2,2,3.6,3.2,3.6,1.4,2.5,0.6,2.2,0.8,2.5,2.9
NRBP1,4.3,4.3,4.9,4.6,4.9,4.2,4.8,5,4.7,3.5,4.7,3.9,5.2,4.3,4.2,4.2,4.3,4.3,4.9,4.4,4.6,3.9,4.6,4,4.5,4.4,4,4.3,3.8,4.6,3.5,4.5,4.7,4.5,4.8,4.1,4.9,4.3,4.8,4.3,5,4.9,4.9,4.3,4.8,3.7,4.1,3.8,4.6,4.8
AL008721.1,0,0,0,0,0,0,0,0.2,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0.3,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0.2,0.5,0
CTD-2024P10.1,0.1,0.1,0.2,0,0.5,0,0.1,0.1,0.3,0,0,0,0.3,0,0.1,0.1,0.3,0.3,0,0,0.1,0.1,0.1,0.4,0.1,0.2,0.3,0.1,0.4,0,0.1,0.2,0.1,0,0.1,0.2,0.1,0.2,0.1,0.4,0.3,0,0.5,0.2,0.1,0.1,0.2,0.2,0.1,0.2
RP11-166B2.5,0.9,0.1,0.5,0.2,0.3,0.7,0.5,0.8,0.4,0,0.7,0.1,0.3,0.1,0.4,0.1,0.1,0.7,0.5,0.1,0.2,0,0.2,0.9,0,0.2,0.2,0.8,0.3,0,0.4,0.3,0.3,0.1,0.2,0,0.6,0.2,0.5,0.9,0.6,0,0.8,0.8,0.1,0.6,0.9,0.1,0.7,0.4
RP11-179K3.2,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0
RP11-613D13.8,0.2,0,0.2,0.1,0.7,0,0,0,0.2,0,0.1,0.4,0,0.3,0.3,0.3,0.2,0.4,0.2,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0,0.3,0.4,0.1,0.1,0.5,0.1,0.1,0.6,0.1,0,0.1,0.2,0.1,0.2,0.1,0,0.1,0.1,0.2,0.2,0.2,0.1,0
RP11-625B21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-107N3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR19,1.6,1,1.8,2.3,1.6,1.8,1.6,2.5,1.3,1.5,1.6,1.3,2.1,1.8,1.5,1.6,2.2,2,1.7,2.4,0.9,1.5,1.9,2.4,1,1.7,2.2,1.3,2.2,1.1,2.7,1.6,1.7,2.1,1.7,1.3,2.5,0.6,2,1.7,1.5,1.3,2.2,1.7,1,1.9,1.8,1.6,1.8,2.5
RNU6-185P,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIK1,0,2,0.1,0,2.7,0.1,0.7,0.1,0,0.7,0.2,3.1,0,0.3,0.9,0.1,0.7,2.8,0.9,0.3,3.8,3.1,0,0.9,0,0.1,0.3,0,0.6,0,1.9,1.5,0,0.5,0.2,0,1.7,0.4,0.7,0.2,0.4,0.1,0.1,1.4,0.6,0.5,0.1,0.1,1.4,0
SERPINB4,0,0.1,0,0.1,0.1,0.1,0,0,0.8,0,1.7,0,0,0.3,0.1,0,0,0.6,0,2.4,0.1,0,0,0.2,0,0,0,0,0.1,0.8,0,0.2,0,0.2,0.2,0.3,0,1.7,0.1,2.2,0,0,0,2.9,0,0,0,0,0,0.1
RP11-383G10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTLL10,0.1,0.5,0.2,0.3,0.1,0.2,0,0.2,0,0,0.4,0.1,0.2,0.6,0.2,0.1,0.2,0.1,0.3,0.3,0,0,0.1,0.3,0,0.4,0.1,0.1,0.8,0.1,0.1,0.3,0.1,1.2,0.3,0.2,0.5,0.1,0.5,0.3,0.1,0,0.3,0.1,0.1,0.6,0.3,0.1,0.4,0.2
