,TCGA-56-5898-01,TCGA-92-8064-01,TCGA-63-A5MG-01,TCGA-22-4596-01,TCGA-37-4130-01,TCGA-43-5668-01,TCGA-56-7582-01,TCGA-63-A5MN-01,TCGA-39-5030-01,TCGA-22-5472-01,TCGA-XC-AA0X-01,TCGA-60-2721-01,TCGA-34-5239-01,TCGA-77-8131-01,TCGA-94-8490-01,TCGA-66-2782-01,TCGA-21-1082-01,TCGA-85-A511-01,TCGA-52-7812-01,TCGA-90-7769-01,TCGA-NC-A5HG-01,TCGA-NC-A5HI-01,TCGA-56-7580-01,TCGA-18-3416-01,TCGA-85-7950-01,TCGA-56-8622-01,TCGA-22-5482-01,TCGA-18-3408-01,TCGA-63-A5MI-01,TCGA-66-2777-01,TCGA-85-8070-01,TCGA-77-8136-01,TCGA-66-2778-01,TCGA-98-A53H-01,TCGA-66-2787-01,TCGA-66-2783-01,TCGA-85-8351-01,TCGA-77-8140-01,TCGA-22-A5C4-01,TCGA-85-8287-01,TCGA-NC-A5HH-01,TCGA-NK-A7XE-01,TCGA-37-4135-01,TCGA-58-A46M-01,TCGA-94-A5I4-01,TCGA-37-3792-01,TCGA-98-A53A-01,TCGA-39-5011-01,TCGA-39-5022-01,TCGA-77-8128-01
CXCR1,0.2,0,1.6,0.8,0.1,0.1,0.1,0.2,0.1,1.8,0.5,1,0.1,0.3,0.1,2.8,0.1,0.4,0.1,0.4,0,0.2,0.7,0.6,0,0.3,0.1,0.2,0.9,0.9,0,0.2,3.1,0.5,0.3,1.1,0.4,0.5,0.2,0.2,0.1,0.2,0.1,0,0.4,2.6,0,0.1,0.1,0
AC073135.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
AC002464.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-466I1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMX2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1082P,0,0,0,0.2,0,0,0,0,0,0,0.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL3P4,4.9,4.5,4.9,5,5.6,3.4,3.6,4.4,4.5,4.3,3.4,4.2,5.1,5.6,4.6,4.6,4.7,4.5,4.1,4.2,4.8,4.6,5.3,4.4,3.1,5.5,4.7,5.2,5,4.4,6.1,3.6,4.6,5.2,4.9,4.3,4.9,5.7,5.9,4.7,5.2,4.4,5.4,6.5,4.7,4,4.4,5,4.8,5.4
RP4-616B8.4,0.7,0.6,0.2,0.1,0.6,0.7,0.2,0,0,0.2,0.8,0.4,0,0.4,0,0,0.8,0.3,0.5,1.5,0.8,0.5,0.2,0,0.2,0.4,0,0,0.3,0.3,0.7,0,0,0.7,0.6,0.3,0.2,0,2,0,0.8,0.8,0.7,0.3,1.2,0.6,0.3,0.1,0.1,0
RP11-563N12.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.2,0,0,1.2,0,0,0,0,0,0,0.1
CTD-2066L21.3,0.1,0,0,0.5,0.1,1,0.7,0.8,0.1,0,0.2,0.2,0.1,0.2,0.1,0,0.2,1.7,0,0.5,0.7,0.2,0,0,0.7,2.9,1,0.1,0.3,0.3,1.5,0,0.1,0,0.1,0,0.1,0,0,0.7,0,0,0.9,0,0.7,1,0.1,0,0.1,0.1
AC093763.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-465B17.4,0.2,0.9,0.1,0.3,1.1,0.2,0.1,0.1,0.1,0.2,0.6,0.4,0.3,0.2,0.3,0.1,0.2,0.2,0.3,0.2,0,0.3,0.3,0.4,0.7,0.1,0.3,0,0.1,0.1,0,0.6,0.3,0.4,0.1,0.1,0.5,0.5,0.4,0.1,0.6,0.8,0.5,0.6,0,0.3,1.2,0,0.2,0.4
RP11-501O2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLR2,1.8,0.4,0.9,0.3,0,0.2,0.5,0.3,0.9,0.2,0.5,0.1,0.6,0.5,0.1,0.1,0.4,0.2,0,0.1,0,0.1,0.1,0,0.5,0.3,1.5,0.1,0.1,0.4,0.2,0.3,0,0.9,0.1,0.2,0.2,0.2,0.2,0.3,0.1,0.2,0,0.3,0.2,0.1,0.7,0.1,0.7,0.6
RNU6-377P,0,0,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0.5,0,0.2,0.3,0,0.2,0.6,0.3,0,0,0,0.5,0,0.4,0,0,0.5,0.3,0.3,0.3,0,0,0.3,0.5,0,0,0.7,0,0,0.3,0,0,0
RP11-77K12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH7,0,0.3,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
PDRG1,3.5,3.7,3.6,3.3,5.4,3.7,3.1,3.4,3.6,3.8,3.8,3.5,3.3,3.7,3.7,4.4,4.7,3.5,3.8,4.2,4.6,4,4.4,3.1,2.8,4.3,3.5,3.7,4.5,3.5,4.5,4.2,4.8,3.1,3.8,3.9,4.3,4.4,4.6,3.6,4.1,5,5.8,4.3,4,4.3,4.2,4.8,3.8,3.5
OR51A1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC121336.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4HA2-AS1,0,0,0.1,0.1,0,0,0,0.1,0,0.1,0.2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2
SNORA74A,0,0.2,0,0,0,0.1,0.2,0.2,0,0,1,0.3,0.1,0,0.3,0.4,0,0.5,0,0.3,0.1,0.3,0.1,0.3,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.2,0.3,0.3,0.2,0.4,0.2,0,0,0
REXO1L8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KC6,0.7,1.3,0,0,0,0,1.2,0.9,0.8,0,1.1,1.7,1.6,0,1.4,1.1,1.9,0.9,0,0.4,1.6,2.2,1.6,0.9,1.8,1.1,1,0.9,1.3,0.6,2.4,1.3,0.6,0.2,1.3,0,0,1.2,1.6,1.2,1.6,0,1.4,0.3,1,0,1.2,0,0.5,1.2
AKR1C2,4.8,5.3,4.4,4.1,5.2,1.9,7.3,3,1.4,4.9,6.6,4.7,0.5,3.1,7.5,5.8,1.2,5.9,4.7,7.1,4.3,5.9,2.5,7.8,0.5,2.2,7.7,8.6,5.1,6.3,5.1,0.5,4,3.8,6.5,8.2,1.7,3.4,4.6,2.2,0.7,7,6.4,6.8,7.7,2.6,7.4,0.9,6.6,8.7
RP11-15H20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2616J11.14,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.1,0,0.1,0,0.2,0.1,0,0.1,0,0.2,0.3,0.4,0.2,0.1,0,0,0.4,0.1,0.1,0,0.1,0.1,0.3,0.1,0.1,0,0.2,0,0.2,0,0.2,0,0.1,0.6,0.3,0.3,0,0,0.3,0,0,0.3
RP11-114N19.3,0.4,0,0.2,0.1,0.1,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0,0.6,0.3,0.1,0.5,0.6,0.5,0.1,0.1,0.5,0.2,0.3,0.3,0.5,0.1,0.2,0.1,0.1,0.1,0.8,0.1,0.7,0.1,0.7,0.2,0.1,0.2,0.1,0,0.3,0.2
ECM1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY2,0.5,0,0.2,0.1,0,0,0.2,0,0.8,0.1,0.3,1.1,0.4,0.3,0.6,0,0.2,0.3,0,0,0,1,2.6,0,0.2,0.1,0.6,0.3,1.4,0.1,0.5,0.5,0,0.5,0.1,0.1,0,1.1,1.8,0.3,0,0,0,0,0,0,0,0,0.2,1
RGS20,1.2,0.7,1.8,1.3,0.4,0.1,0.5,1.2,0.4,0.9,0.7,0,0.4,1.9,0.9,1.1,0.6,0.4,1.1,0.7,0.1,0.2,0.2,2.2,0.7,1.6,2.4,1.6,0.1,0.9,2.2,0.9,0.2,0.8,1,1,0.4,0.7,0.2,0.2,0.3,2.6,0.2,2,0.3,1.5,1,1.4,0.7,1.4
RP11-723O4.3,0.2,2.3,0.3,0.5,0.2,0.1,0.3,0.3,0.5,0.2,0.6,0.6,0.4,0.4,0.2,0.3,0.8,0.7,0.2,0.1,0.1,0.9,0.2,0.4,0.8,0.1,0.3,0.4,0.7,0.2,0.5,0.2,0.1,0.2,1.9,0.1,0.2,0.3,0.5,0.4,0.5,0,0.3,0.3,0.1,0.2,0.7,0.2,0.3,0.5
RP11-169K19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL674P,0.6,0.7,0.1,0.5,1.3,0.8,0,0.4,0.6,0.3,0,0.5,0.1,0.3,0.1,0.5,0.3,0.1,0.5,0.3,0,0.5,0,1.5,0.2,0.2,0.7,0,0,0.3,0.4,0.5,0.3,0.6,0.5,0.1,0.2,0.2,0.1,0,0,0.1,0.4,0.6,0.2,0.4,0.3,0.3,0.4,0.3
RP11-155G14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3I,6.9,6.5,6.6,6.6,7.9,6.3,6.3,6.8,6.9,6.8,6.6,6.3,6.7,7.1,6.1,7.2,7.1,6.3,7.4,7.3,7,7.4,7.4,7,7.1,6.8,7.1,6.9,7.8,7,7.2,7,8,6.4,6.9,6.8,7.1,7.6,7.9,6.3,7.2,6.6,8.2,6.2,6.2,6.8,7.4,7.5,7,6.4
RP13-297E16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-164P12.3,0.2,0.1,0.2,0.1,0.3,0.1,0.1,0.2,0.2,0,0.5,0.2,0.1,0.1,0.2,0.3,0.3,0.1,0.1,0,0.5,0.6,0.3,0.6,0.3,0.3,0.1,0.1,0.4,0,0.2,0.1,0,0.2,0.1,0.1,0.1,0.3,0.4,0.2,0.4,0.2,0.1,0.4,0.3,0,0.2,0.1,0.1,0.1
RP11-413E1.2,0,0,0,0,0,0.1,0,0,0,0.2,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0.7,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.2,0,0.2,0
RP11-368P15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPEB3_ribozyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
TTLL4,2.1,2.1,2.1,2,2.1,2.4,1.8,2.1,3,2.1,2.7,2.5,3.3,2.4,2.3,2.5,2,2.3,2.4,1.7,2.7,2.5,2.5,1.6,2.7,1.8,1.5,2.1,2.6,2.1,2.4,2.2,1.7,2.1,2.5,2,2.8,3,2.6,3.1,3,2.6,2.8,2.3,3.3,2.3,2.6,2.4,3.5,2.7
TRBV5-5,0.1,0.5,0.2,0.4,0.7,1.3,0,1.3,0.7,0.1,0.3,0.1,1.1,0.2,0,0.3,0.3,0.3,0.2,0,0,0,0,0.2,0.5,0.4,0.1,0,0,0.1,0,0.4,0.1,0.5,0.4,0,0.1,0,0,0.6,0,0,0,0.1,0.3,0.5,0.6,0.1,0.6,0.1
HMGB2,4.8,6.2,4.6,5.2,6.3,5.5,5.2,5.8,5.6,4.7,4.6,5.1,5.7,5.4,5,5.5,5.8,5.7,7.3,3.8,6.7,6.5,6.2,5.5,5.9,3.5,5.3,5.3,5.8,4.1,5,5.6,4.2,4.8,5.5,5.2,5.4,4.6,4.6,5.7,7.3,6.1,6.1,6.1,5.8,6.4,6.3,5.4,5.3,5.7
FKBP4P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
SLC15A5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2N,3.3,3.8,3.6,4,5.9,3.5,4,3.8,4.2,4,4.2,4,3.8,3.5,4.1,4.4,4.2,4.2,4.4,4.4,4.3,4.8,4.6,4.6,4.2,3.4,4.3,4.9,4.2,4.3,4.3,3.9,5.5,3.7,4.3,4.4,4.3,4.3,3.9,3.7,5.1,3.7,5.5,3.9,4.1,4.7,4.4,4.6,3.8,4.3
RP11-1105O14.1,0,0,0,0,0.4,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.6,0
OR51A3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM185A,1.1,1.3,1.6,1.6,1.5,1.1,1.2,1.4,1.2,1.7,1.2,1.2,1.2,1.6,1.7,1.5,1.1,1.4,1.9,1.1,2.1,1.7,1.1,1.7,1.3,1.2,1.3,1.6,1.7,1.1,1.7,0.8,1.5,1.5,1.6,0.7,1.5,1.3,1.6,1.7,1.4,1.2,2.1,2,2,1,1.4,2,1.1,1.7
PDE1C,0.1,0.1,0.2,0.2,0,0,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0,0.1,0.1,0.1,0.1,0,0,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.3,0.1,0,0,0,0.6,0.4,0.1,0.2,0.1,0.1,0.4,0,0,0,0.1,0,0.1,0.1,0,0.2,0.1
SNORD35B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-112L6.3,0.2,0.4,0.4,0.2,0.5,0.5,0.2,0.3,0.4,0.3,0.2,0.3,0.2,0.1,0.2,0.2,0.7,0.3,0.2,0.4,0.2,0.2,0.2,0.3,0.8,0.5,0.5,0.4,0.2,0.6,2.1,0.5,0.3,0.2,0.5,0.3,0.3,0.9,0.9,0.3,0.7,0.3,0.5,0.4,0.9,0.9,0.8,1.1,0.7,0.1
AC109460.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL592211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A5P4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
AC011290.4,0.1,0.1,0,0,0,0.2,0.1,0,0.2,0,0,0,0.1,0,0.2,0,0.2,0.1,0.2,0,0,0.1,0,0,0.5,0,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0,0,0.2,0.1,0.2,0,0,0,0.1,0.1,0.1,0.4,0.1,0,0.1
RNVU1-8,0,0,0,0.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0
AC010646.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA1,2.8,3.4,3.1,3.2,2,3.9,3.6,3.2,3.4,3.4,4,2.5,2.8,3.3,2.5,3.1,2.2,3.4,1.8,2.4,2.2,1.5,2.1,3.4,2.8,2.2,1.9,3.6,2.4,3.6,2.9,3.6,2.1,2.6,3.4,3.4,2.3,2.3,2.6,2.4,2.2,1.8,0.9,2.9,3.8,3.4,4.2,2.6,2.4,3
RP11-484D2.4,0.3,1.2,1,0.4,0.5,0.1,0.9,1.2,0.4,0.2,1.1,0.7,0.8,0.7,0.3,0.3,0.8,1.6,0.5,0.6,0.5,1.8,1.1,1.5,0.7,0.4,0.2,0.2,2.3,0,1,1.3,0.1,1,0.3,0.5,0.4,1.7,0.1,1,2,1.2,0,0.7,1.4,1,2.1,0.5,0.5,1.3
MYLK-AS1,0.2,0.9,0.8,0.6,1.9,0.6,0.3,0.8,0.6,0.4,0.8,1,0.6,0.6,0.7,0.6,1.8,0.6,1.1,0.5,1.2,1.3,0.9,0.4,1.3,0.7,1.1,1.1,1.6,0.8,2,0.5,1,0.7,0.7,0.6,0.5,0.9,1.4,0.6,1,0.4,2.8,1.3,0.4,0.3,1.2,0.5,0.9,0.5
URB1-AS1,3.3,2.4,3.1,2.2,2.4,1.9,2.9,2,2.5,3.1,3.1,3.2,1.9,3.3,4.4,2.4,4.4,2.5,2.8,3.8,4.1,3.7,2.4,2.8,2.2,2.8,3.1,2.9,2.8,2.7,3.6,1.9,4.3,2.7,3.4,3.8,2.4,2.7,3.4,1.7,2.9,3,3.9,4,2.9,2.5,3.4,2.9,2.7,3.9
USP17L15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-53P,0,0,0.2,0,0,0.1,0,0.2,0,0.3,0,0.2,0.1,0.3,0,0.3,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0.9,0,0,0.7,0,0,0,0.6,0,0,0,0.5,0,0,0,0.2,0,0,0.1,0.2
FAM197Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
NIF3L1,3.5,3.4,4,3.5,5.7,4.3,3.6,3.8,4.1,4,2.9,3.8,3.7,3.3,4.1,4.2,3.5,4.1,4.1,3.3,4.4,4.5,4.2,4.9,3.8,3.2,3.8,4.8,5.7,3.7,4,3.2,4.8,3.3,4.3,3.7,4,3.7,4.1,4.2,4.3,3,5.9,4.6,5.2,4.3,4.1,4.5,3.8,4.2
ANKRD1,0.8,0.3,0.8,0.8,0.9,1.1,0.1,1.1,0.4,2.5,2.3,0.1,0.2,2,0.1,0.3,0.5,0.2,0.5,0,0,0.1,0,0,0,0,0.1,0.1,0.1,1.1,0,0.2,1,1.5,0.2,0,2.7,0.3,3.4,0.2,0.1,0.2,0.9,0,0.1,3.8,0.1,0.7,0.2,0.2
RP11-274J15.2,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0.4,0,0,0,0,0.2,0.2,0.1,0,0,0.2,0,0.1,0,0.1,0.2,0.2,0,0,0,0.1,0.2,0,0.1,0,0,0,0
MCOLN2,0.8,1.8,1.3,2.2,2.1,2,1.5,2.1,2.2,0.8,2.1,1.2,1.1,1.6,0.7,1.9,0.7,0.8,1.4,1.2,0.1,0.6,0.8,2.2,1.9,0.4,0.3,1.1,0.4,2.1,1.9,1.5,0.6,2.4,2.3,0.9,1.2,0.4,0.9,1.2,0.6,1.6,1.6,1.7,1.2,1.7,1.5,1.7,1.8,0.8
MUT,3.4,3.2,3.2,2.5,4.4,4.2,4.6,3.4,3.5,3.7,3.3,3.6,3.6,3.5,3.5,3,4.1,3.3,3,3.4,3.4,4.2,3.5,3.4,3.2,3.4,4.2,3.9,3.6,3.5,3.3,3.8,4.3,3.7,4,3.6,3.9,2.8,3.6,3.7,2.5,3.5,4.5,3.8,2.9,4,3.9,4,3.6,3.7
RP11-476B13.2,0,0,0.1,0,0,0,0,0,0,0.1,0.3,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.2,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.1
VTA1,3.1,3.1,2.9,2.5,3.1,3,3,2.7,3.3,3.3,2.9,3.3,3,2.9,3.2,2.8,3.5,3.2,2.4,2.9,2.9,3.9,3.9,3.5,3.7,2.8,3.8,3.7,3.1,3.4,3.4,3.1,3.8,2.5,3.7,2.8,3.5,3.5,3.4,3.3,3.1,2.8,3.9,2.9,2.9,3.3,4.2,3.2,3.2,3.3
RP11-26E5.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIM2,0.4,0.6,0.4,0.1,0.5,0,1.1,0.5,1.6,0.2,1.2,0.3,1.3,0.1,2.1,0.8,0.9,0.6,0.1,1,1.1,2,1.1,1.2,1.8,0.3,0.3,0.7,0.8,0.7,0.2,1.6,0.6,0.2,1,1.2,1.3,1.7,3.7,1.2,1.2,1.2,0.1,1.6,1,0.5,2,0,0.9,1.3
RP11-26C10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
TIMM9P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.1
RP11-362F19.1,0.1,0,0,0.2,1.2,0.8,0.1,0.3,0,0,0,1.7,2,0.2,0,0,0,0,0,0.7,0.1,0.1,0.2,0,0,0,0,0.1,0,0.2,0,0,0.2,0.2,0,0,0,0.1,0.2,1.2,3.9,0,0,0.2,0.5,4.8,0,0,0,0.1
RP11-793H4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-360N9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0
ZCCHC17,3.9,4,4,4.3,5.7,4.3,3.6,4.2,4.6,4.5,3.8,4.1,4.1,4.3,3.7,4.5,4.9,3.7,4.8,4.4,4.2,4.7,4.2,4.7,4.4,4.1,4.4,4.4,4.8,4.3,4.4,4.6,5.5,3.7,4.2,4.5,3.7,4.6,5.3,4,4.6,3.6,6.2,3.8,4.3,4.7,4.6,4.7,4.2,3.7
EML2,3.2,2.6,3.9,2.5,1.4,3.4,2.9,2.8,2.2,3.5,2.9,3.5,2.4,3,2.9,3.3,2.6,2.9,2,4.4,3.3,3.2,2.6,2.6,2.8,3.2,3.2,2.1,2.5,2,2.6,3.8,3.4,3,2.7,2.9,2.5,3.8,2.8,2.1,1.9,3.7,1.4,3.1,3.2,2.3,2.1,1.7,3.1,2
CSNK1G2-AS1,0.1,0.3,0.1,0,0,0,0,0.1,0,0.1,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0,0.3,0.1,0.3,0.3,0.1,0,0,0,0,0,0.3,0,0.4,0.1,0.1,0.1,0,0.1,0.1,0.2,0,0,0.2,0.2,0,0.1,0,0,0.1
LINC01501,0,0,0,0,0.4,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.2,0,0
PON1,0.1,0,0,0.1,0.9,0,0,0.4,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0.1,0.1,0.6,0,0,0,0,0,0.7,0.1,0,0.1,0.1,0,0.1,0,0,0.2,0,0,0.1,0.4,0.5,0.1,0,0,0.1,0,0,0,0,0.8,0.1,0
RPSAP32,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
